Incident.Date,State,CityCounty,Address,Killed,Injured
15-Apr-17,Montana,Victor,N/A,0,0
14-Apr-17,Montana,Butte,118 E Platinum St,0,0
12-Apr-17,Montana,Missoula,Milwaukee Way and Catlin St,0,0
10-Apr-17,Montana,Great Falls,55 Tumbleweed Ln,1,0
7-Apr-17,Montana,Butte,N/A,0,0
7-Apr-17,Montana,Lakeside,N/A,0,0
4-Apr-17,Montana,Great Falls,1800-block of 10th Avenue South,0,0
3-Apr-17,Montana,Helena,900 block of Forestvale Rd,0,0
30-Mar-17,Montana,Kalispell,Conrad Dr and Woodland Ave,0,0
27-Mar-17,Montana,Laurel,400 block of Roundhouse Dr,0,0
24-Mar-17,Montana,Great Falls,3701 31st St SW,0,0
22-Mar-17,Montana,Butte,2300 block of Marcia St,0,0
20-Mar-17,Montana,Townsend,201 N Spruce St,0,0
18-Mar-17,Montana,Billings,2325 Avenue C,0,2
15-Mar-17,Montana,Billings,1020 Central Ave,1,0
11-Mar-17,Montana,Hamilton,Oertli Ln,0,0
4-Mar-17,Montana,Butte,420 W Aluminum St,1,0
25-Feb-17,Montana,Billings,300 S 24th St W,0,0
23-Feb-17,Montana,Billings,1200 block of 8th St W,0,0
21-Feb-17,Montana,Great Falls,N/A,0,0
19-Feb-17,Montana,Dillon,570 N Montana Ave,0,0
18-Feb-17,Montana,Laurel,Woodland Ave,0,0
18-Feb-17,Montana,Missoula,W Main St and Ryman St,0,1
16-Feb-17,Montana,Trout Creek,18 Willow Ln,0,0
11-Feb-17,Montana,Great Falls,3rd Ave S and 8th St,0,1
7-Feb-17,Montana,Lewistown,N/A,0,0
7-Feb-17,Montana,Great Falls,N/A,0,0
7-Feb-17,Montana,Billings,Nottingham Cir,0,0
25-Jan-17,Montana,Helena,800 N Oregon St,1,0
16-Jan-17,Montana,Lincoln (county),N/A,1,0
13-Jan-17,Montana,Helena,N/A,0,0
13-Jan-17,Montana,Billings,1121 Shiloh Crossing Blvd,0,0
11-Jan-17,Montana,Great Falls,2300 block of 3rd Ave SW,0,0
9-Jan-17,Montana,Lolo,10565 US 12,2,0
31-Dec-16,Montana,Columbus,E 1st Ave N and E 2nd Ave N,1,0
28-Dec-16,Montana,Wolf Creek,4000 block of Little Wolf Creek Road,0,1
27-Dec-16,Montana,Billings,1222 Peony Drive,0,0
25-Dec-16,Montana,Great Falls,1200 block of 26th Ave SW,1,0
18-Dec-16,Montana,Great Falls,N/A,0,0
15-Dec-16,Montana,Billings,900 block of Lewis Avenue,0,0
12-Dec-16,Montana,Helena,Green Meadow Drive,0,0
11-Dec-16,Montana,Missoula,US Highway 93,0,0
8-Dec-16,Montana,Missoula,3000 block of Brooks Street,0,0
6-Dec-16,Montana,Chester,N/A,2,0
5-Dec-16,Montana,Helena,Morton Avenue,2,0
5-Dec-16,Montana,Billings,121 N. 23rd Street,1,0
29-Nov-16,Montana,Billings,1123 Howard Avenue,0,0
28-Nov-16,Montana,Kalispell (Evergreen),Sleepy Hollow Road,0,1
28-Nov-16,Montana,Helena,1200 block of Highland,0,0
28-Nov-16,Montana,Whitefish,Central Avenue and First Street,0,0
27-Nov-16,Montana,Kalispell,Woodland Avenue,0,1
25-Nov-16,Montana,Billings,308 6th Avenue North,0,2
25-Nov-16,Montana,Great Falls,900 1st Ave N,0,0
20-Nov-16,Montana,Anaconda,2300 Gregson Lane,1,0
15-Nov-16,Montana,Park (county),Daisy Dean Road,1,0
15-Nov-16,Montana,Bozeman,Brackett Creek Road and Skunk Creek Road,0,0
14-Nov-16,Montana,Billings,1425 Broadwater Avenue,0,0
12-Nov-16,Montana,Helena,N/A,0,0
12-Nov-16,Montana,Libby,N/A,1,0
10-Nov-16,Montana,Billings,1704 Central Avenue,0,0
7-Nov-16,Montana,Butte,N/A,0,0
6-Nov-16,Montana,Butte,2600 block of Goodwin,0,0
4-Nov-16,Montana,Marion,8200 block of US Highway 2 W,0,0
2-Nov-16,Montana,Billings,5435 Midland Road,0,0
1-Nov-16,Montana,East Helena,N/A,0,0
30-Oct-16,Montana,Hungry Horse,Fourth Avenue South,0,0
30-Oct-16,Montana,Roundup,N/A,0,1
30-Oct-16,Montana,Great Falls,1600 block of 8th Avenue North,0,1
29-Oct-16,Montana,Billings,300 block of South 32nd Street,0,1
27-Oct-16,Montana,Billings,843 Parkway Lane,1,0
27-Oct-16,Montana,Helena,Douglas Circle,0,0
27-Oct-16,Montana,Butte,Cobban and Oregon,0,0
26-Oct-16,Montana,Helena,N/A,0,0
25-Oct-16,Montana,Billings,2007 Blue Creek Road,0,0
21-Oct-16,Montana,Butte,Burlington Street,0,0
8-Oct-16,Montana,Billings,Caroline Street,0,0
6-Oct-16,Montana,Kalispell,N/A,0,1
1-Oct-16,Montana,Missoula,N/A,0,0
29-Sep-16,Montana,Billings,N. 32nd Street and Avenue E,0,1
27-Sep-16,Montana,Great Falls,832 Sacajawea Drive,0,0
23-Sep-16,Montana,Helena,2200 block of 11th Avenue,0,0
19-Sep-16,Montana,Missoula,500 block of North California Street,0,1
15-Sep-16,Montana,Billings,N/A,0,0
15-Sep-16,Montana,Missoula,3000 block of Stockyard Road,0,0
14-Sep-16,Montana,Lincoln,8300 block of Thunder Road,0,0
11-Sep-16,Montana,Helena,200 block of Springfield Drive,0,0
11-Sep-16,Montana,Helena,200 block of Brookfield,0,0
11-Sep-16,Montana,Butte,1000 block of Pacer Street,0,0
7-Sep-16,Montana,Billings,600 block of South Park,0,0
30-Aug-16,Montana,Hamilton,2150 Highway 93 S.,0,0
28-Aug-16,Montana,Stevensville,N/A,0,0
27-Aug-16,Montana,Butte,LaPlatte St,2,0
27-Aug-16,Montana,Victor,N/A,0,0
24-Aug-16,Montana,Billings,N 30th St and 11th Ave N,0,0
24-Aug-16,Montana,Belgrade,Jackrabbit Lane,0,0
24-Aug-16,Montana,Sidney,N/A,1,0
18-Aug-16,Montana,Belgrade,1005 Cardinal Dr,1,0
18-Aug-16,Montana,Missoula,Kensington Street,1,0
15-Aug-16,Montana,Butte,1819 Oregon Ave,2,0
13-Aug-16,Montana,Helena,Wylie Drive,0,0
9-Aug-16,Montana,Bozeman,822 Jackrabbit Lane,0,0
3-Aug-16,Montana,Corvallis,1200 block of Corvallis Hills Drive,0,0
3-Aug-16,Montana,Missoula,900 block of Spartan Drive,0,0
3-Aug-16,Montana,Missoula,1600 block of S. 10th Street,0,0
1-Aug-16,Montana,Butte,1340 Harrison Avenue,0,0
31-Jul-16,Montana,Helena,Broadway and Davis,0,0
31-Jul-16,Montana,Butte,905 North Excelsior Avenue,0,0
30-Jul-16,Montana,Missoula,1700 block of Howell Street,0,1
27-Jul-16,Montana,Malta,US 191,1,0
25-Jul-16,Montana,Helena,2200 block of Benton Avenue,0,0
25-Jul-16,Montana,Butte,2700 block of Phillips Street,0,0
24-Jul-16,Montana,Ennis,N/A,0,1
24-Jul-16,Montana,Columbia Falls,Jellison and S Hilltop Rd,0,0
21-Jul-16,Montana,Great Falls,N/A,0,0
21-Jul-16,Montana,Butte,Plumley Road,0,1
19-Jul-16,Montana,Butte,Alyvia Lane,0,0
19-Jul-16,Montana,Frenchtown,N/A,0,0
18-Jul-16,Montana,East Helena,E. Clark Street,0,0
18-Jul-16,Montana,Lincoln,Spring Creek Lane,0,0
17-Jul-16,Montana,Bozeman,W. Babcock Street,0,0
11-Jul-16,Montana,Butte,Bittersweet Drive,0,0
10-Jul-16,Montana,Florence,N/A,0,0
10-Jul-16,Montana,Polebridge,N/A,1,0
9-Jul-16,Montana,West Glacier,Sprague Creek Campground,0,0
8-Jul-16,Montana,Kalispell,9th Avenue W.,0,0
7-Jul-16,Montana,Helena,1200 block of Bozeman Street,1,0
7-Jul-16,Montana,Helena,800 block of S. California,0,0
4-Jul-16,Montana,Butte,1700 block of Grand Avenue,0,0
3-Jul-16,Montana,Helena,1600 block of Boulder,0,0
1-Jul-16,Montana,Victor,Highway 93,0,0
28-Jun-16,Montana,Bozeman,Yerger Drive,0,0
27-Jun-16,Montana,Missoula,Deep Creek Road,0,1
20-Jun-16,Montana,Missoula,N/A,0,0
20-Jun-16,Montana,Coram,N/A,0,0
17-Jun-16,Montana,Billings,Parkhill Drive,0,1
16-Jun-16,Montana,Butte,604 S. Clark Street,1,0
11-Jun-16,Montana,Missoula,N/A,0,0
11-Jun-16,Montana,Great Falls,4200 block of Central Avenue,0,0
8-Jun-16,Montana,Billings,520 N. 27th Street,0,0
7-Jun-16,Montana,Billings,8900 block of Longmeadow Drive,0,1
4-Jun-16,Montana,Kalispell,Goodrich Road,0,0
4-Jun-16,Montana,Billings,215 S. 28th Street,0,1
3-Jun-16,Montana,Butte,Platinum and Montana Street,0,0
2-Jun-16,Montana,Butte,Texas and Shields Avenue,0,0
1-Jun-16,Montana,Helena,N/A,0,0
31-May-16,Montana,Butte,2300 block of Ottawa Street,0,0
27-May-16,Montana,Missoula,W Harrier,0,0
23-May-16,Montana,Helena,2100 block of Townsend Avenue,0,0
22-May-16,Montana,Billings,Jellison Road and Blue Creek Road,0,0
21-May-16,Montana,Billings,Phyllis Lane and 24th Street W.,0,0
20-May-16,Montana,Billings,2800 block of Providence Place,0,0
19-May-16,Montana,Butte,2700 block of Argyle Street,0,0
13-May-16,Montana,Billings,300 block of S. 35th Street,0,1
12-May-16,Montana,Helena,2800 Skyway Dr,0,0
11-May-16,Montana,Lewis And Clark (county),Beaver Slide Loop,1,0
9-May-16,Montana,Billings,611 N. 27th Street,0,0
5-May-16,Montana,Missoula,5225 US 10 W,0,0
1-May-16,Montana,Kalispell,4170 Highway 2 East,0,0
14-Apr-16,Montana,Wolf Creek,US-287 and MT-200,0,0
5-Apr-16,Montana,Belfry,N/A,3,0
4-Apr-16,Montana,Kalispell,4170 US 2,0,0
2-Apr-16,Montana,Missoula,5225 U.S. Highway 10 W,0,0
1-Apr-16,Montana,Missoula,5225 U.S. Highway 10 W,0,0
1-Apr-16,Montana,Black Eagle,N/A,0,0
25-Mar-16,Montana,Silver Bow (county),Wild Horse Meadows Road,2,0
23-Mar-16,Montana,Billings,2000 block of Alderson Ave,0,0
20-Mar-16,Montana,Butte,1 Holiday Park Drive,0,0
19-Mar-16,Montana,Forsyth,221 Cheyenne Avenue,0,3
12-Mar-16,Montana,Billings,1901 Terminal Circle,0,0
11-Mar-16,Montana,Bozeman,341 Golden Trout Way,3,0
9-Mar-16,Montana,Bozeman,N/A,1,0
7-Mar-16,Montana,Joliet,406 S. 1st Street,1,0
6-Mar-16,Montana,Roundup,N/A,2,0
5-Mar-16,Montana,Great Falls,26th Street,0,0
5-Mar-16,Montana,Columbia Falls,S. Hill Top Road,0,0
5-Mar-16,Montana,Whitehall,N/A,0,0
3-Mar-16,Montana,Gallatin (county),Skunk Creek Road,0,0
1-Mar-16,Montana,Billings,N/A,0,0
28-Feb-16,Montana,Belgrade,850 Gallatin Field Rd.,0,0
27-Feb-16,Montana,Reed Point,Dry Hole Trail,2,0
20-Feb-16,Montana,Helena,301 W Lawrence Street,2,0
20-Feb-16,Montana,Billings,2604 Phyllis Lane,0,0
9-Feb-16,Montana,Bozeman,1200 block of N. 9th Avenue,0,0
9-Feb-16,Montana,Great Falls,66th Avenue S.W.,1,0
6-Feb-16,Montana,Butte,1957 Harrison Avenue,0,0
5-Feb-16,Montana,East Helena,Aster and Beechnut Street,0,0
3-Feb-16,Montana,Florence,Bow Drive,0,0
29-Jan-16,Montana,Kalispell,644 4th Avenue,0,0
27-Jan-16,Montana,Fort Peck,N/A,1,0
25-Jan-16,Montana,Billings,Airport Road and Main Street,0,0
21-Jan-16,Montana,Bozeman,299 Cedarwood Circle,0,0
16-Jan-16,Montana,Madison (county),Highway 84,0,0
14-Jan-16,Montana,Lewis And Clark (county),N/A,0,0
12-Jan-16,Montana,Kalispell,145 Looking Glass Avenue,0,1
11-Jan-16,Montana,Helena,100 block of Dunbar,0,0
9-Jan-16,Montana,Butte,600 block of S. Wyoming Street,0,0
5-Jan-16,Montana,Libby,1452 Bobtail Road,0,0
2-Jan-16,Montana,Livingston,100 Washington Street,1,0
19-Dec-15,Montana,Kila,Dower Draw,0,0
14-Dec-15,Montana,Pablo,2nd Avenue,0,1
14-Dec-15,Montana,Saint Ignatius,32621 Highway 93,0,0
13-Dec-15,Montana,Pablo,2nd Avenue,0,0
10-Dec-15,Montana,Butte,937 Sutter Street,0,0
4-Dec-15,Montana,Helena,N/A,0,0
