Incident.Date,State,CityCounty,Address,Killed,Injured
18-Apr-18,Indiana,Evansville,4600 block of Spring Valley Rd,0,1
17-Apr-18,Indiana,Merrillville,359 E 81st Ave,0,1
17-Apr-18,Indiana,Indianapolis,S Arlington Ave and E Southport Rd,0,1
17-Apr-18,Indiana,South Bend,1300 block of King St,0,1
17-Apr-18,Indiana,Freetown,3800 block of E State Rd 58,0,0
17-Apr-18,Indiana,Indianapolis,3960 Meadows Dr,0,0
17-Apr-18,Indiana,Gary,1400 block of E 35th Pl,1,1
17-Apr-18,Indiana,Muncie,S Franklin St,0,0
16-Apr-18,Indiana,Indianapolis,1900 block of Keystone Lakes Dr,0,1
16-Apr-18,Indiana,Gary,Fifth Avenue and Bridge Street,0,1
16-Apr-18,Indiana,Indianapolis,900 block of W 27th St,0,1
15-Apr-18,Indiana,Fort Wayne,2700 block of Chestnut St,1,1
15-Apr-18,Indiana,Fort Wayne,2827 Fruehauf Dr,1,0
15-Apr-18,Indiana,Indianapolis,3400 block of Monninger Dr,0,1
15-Apr-18,Indiana,Indianapolis,Pershing Rd,0,1
15-Apr-18,Indiana,Indianapolis,3200 block of Cork Bend Dr,0,1
15-Apr-18,Indiana,Gary,4600 block of Van Buren St,1,0
14-Apr-18,Indiana,Richmond,2105 W National Rd,0,0
14-Apr-18,Indiana,New Haven,100 block of Court St,0,0
14-Apr-18,Indiana,Indianapolis,3600 block of Graceland St,1,0
14-Apr-18,Indiana,Indianapolis,W 57th St and Georgetown Rd,0,1
14-Apr-18,Indiana,Indianapolis,N/A,0,1
14-Apr-18,Indiana,South Bend,2800 block of Fredrickson St,0,1
13-Apr-18,Indiana,Bloomington,3100 block of W Vernal Pl,1,0
13-Apr-18,Indiana,South Bend,3500 block of Putnam Pl,0,1
13-Apr-18,Indiana,South Bend,3400 block of Curtiss Dr,0,1
13-Apr-18,Indiana,Gary,1700 block of Hayes St,0,1
13-Apr-18,Indiana,Cedar Lake,7100 block of W 132nd Ave,0,1
12-Apr-18,Indiana,South Bend,425 S 25th St,0,1
12-Apr-18,Indiana,Evansville,2001 N Green River Rd,0,0
12-Apr-18,Indiana,Grandview,550 IN-66,0,0
12-Apr-18,Indiana,West Lafayette,4331 IN-43,0,0
12-Apr-18,Indiana,Indianapolis,10202 John Jay Dr,0,2
12-Apr-18,Indiana,Columbus,700 block of Pearl St,0,0
11-Apr-18,Indiana,Richmond,100 block of N 14th St,0,0
10-Apr-18,Indiana,Griffith,1004 E. 40th Ave,0,0
10-Apr-18,Indiana,Garrett,400 block of S Hamsher St,0,2
10-Apr-18,Indiana,South Bend,700 block of S Albert Ave,0,0
9-Apr-18,Indiana,Evansville,900 block of W Columbia St,0,1
9-Apr-18,Indiana,Indianapolis,1242 Herbert Street,0,1
9-Apr-18,Indiana,Clarksville,128 W Bell Ave,0,1
8-Apr-18,Indiana,Indianapolis,1633 Union St,1,0
7-Apr-18,Indiana,Indianapolis,7400 block of Charing Dr,1,0
7-Apr-18,Indiana,Hammond,1500 block of Myrtle Ave,1,1
7-Apr-18,Indiana,Lafayette,1412 Broadway St,0,1
6-Apr-18,Indiana,Indianapolis,3100 block of Brill Rd,0,0
6-Apr-18,Indiana,Indianapolis,1100 block of E Murry St,0,0
6-Apr-18,Indiana,Indianapolis,3100 block of Dawson St,0,0
6-Apr-18,Indiana,Hammond,6600 block of Grand Ave,0,0
6-Apr-18,Indiana,Indianapolis,3100 block of N Bancroft St,1,0
5-Apr-18,Indiana,Indianapolis,1902 Parsons Dr,0,0
5-Apr-18,Indiana,South Bend,2000 block of W Western Ave,1,0
5-Apr-18,Indiana,Fort Wayne,800 block of Harmar Street,1,0
4-Apr-18,Indiana,Indianapolis,N/A,0,0
4-Apr-18,Indiana,Gary,6500 block of W 5th Ave,1,0
4-Apr-18,Indiana,Evansville,3300 block of Margybeth Ln,0,1
3-Apr-18,Indiana,Hobart (New Chicago),300 block of Van Buren Ave,2,0
3-Apr-18,Indiana,Liberty Township,810 Elmwood Park Dr,0,0
3-Apr-18,Indiana,Evansville,900 block of Independence Ave,1,1
2-Apr-18,Indiana,Richmond,2400 block of NW 17th St,1,0
2-Apr-18,Indiana,Indianapolis,Katie Knox Dr and Naab Rd,0,1
2-Apr-18,Indiana,Elkhart,1810 Visscher Dr,1,0
2-Apr-18,Indiana,South Bend,Calvert and Miami,0,1
2-Apr-18,Indiana,Indianapolis,N Kenwood Ave and 38th St,0,0
1-Apr-18,Indiana,South Bend,Roger St and Huey St,0,0
1-Apr-18,Indiana,South Bend,1800 block of N Elmer St,0,0
1-Apr-18,Indiana,South Bend,N Adams St and Lincoln Way W,0,0
1-Apr-18,Indiana,East Chicago,3400 block of Guthrie St,0,1
1-Apr-18,Indiana,Indianapolis,3500 block of N Hawthorne Ln,1,0
1-Apr-18,Indiana,Fort Wayne,3000 block of Abbott St,1,0
1-Apr-18,Indiana,Fort Wayne,3922 Newport Ave,1,0
1-Apr-18,Indiana,Leesburg,27 W 600 N,0,1
31-Mar-18,Indiana,Hammond,800 block of Becker St,0,0
31-Mar-18,Indiana,Gary,300 block of Virginia St,1,0
31-Mar-18,Indiana,Indianapolis,2085 Waterford Pl,0,2
30-Mar-18,Indiana,Indianapolis,3000 block of E 35th St,1,0
30-Mar-18,Indiana,Indianapolis,2500 block of E 34th St,1,0
30-Mar-18,Indiana,Gary,1200 block of W 16th Ave,1,0
30-Mar-18,Indiana,West Lafayette,2636 US-52,0,0
30-Mar-18,Indiana,South Bend,1200 block of California Ave,0,1
30-Mar-18,Indiana,Indianapolis (Lawrence),4700 block of Longworth Ave,1,0
30-Mar-18,Indiana,Wadesville,5221 Haines Rd,0,0
29-Mar-18,Indiana,Fort Wayne,1300 block of McKinnie Ave,0,2
29-Mar-18,Indiana,Indianapolis,3500 block of N Wittfield St,1,1
29-Mar-18,Indiana,Evansville,1600 block of S Morton Ave,0,1
28-Mar-18,Indiana,Kokomo,1000 block of S Elizabeth St,0,0
28-Mar-18,Indiana,Kokomo,400 block of S Armstrong St,0,0
28-Mar-18,Indiana,Terre Haute,Golf Bag Ln,1,0
28-Mar-18,Indiana,East Chicago,4800 block of Northcote Ave,0,1
27-Mar-18,Indiana,Hammond,1000 block of Drackert St,0,2
27-Mar-18,Indiana,New Castle,200 block of Grand Ave,0,0
27-Mar-18,Indiana,South Bend,1300 block of Elwood Ave,0,1
26-Mar-18,Indiana,Bloomington,548 S Basswood Dr,1,1
26-Mar-18,Indiana,Plainfield,2727 Bluewood Way,2,0
26-Mar-18,Indiana,Mishawaka,6501 Grape Rd,0,1
25-Mar-18,Indiana,South Bend,19400 block of Auten Rd,0,1
25-Mar-18,Indiana,Gary,1100 block of Decatur St,0,1
25-Mar-18,Indiana,Fort Wayne,4900 block of Lima Rd,0,2
25-Mar-18,Indiana,South Bend,1233 N Eddy St,0,1
25-Mar-18,Indiana,Syracuse,108 E Haiden Dr,0,1
25-Mar-18,Indiana,Lafayette,610 S Earl Ave,0,0
24-Mar-18,Indiana,South Bend,56700 block of Oak Rd,1,0
24-Mar-18,Indiana,Fulton (county),700 N IN-17,0,2
24-Mar-18,Indiana,Indianapolis,5349 W Pike Plaza Rd,1,0
24-Mar-18,Indiana,Fort Wayne,E Coliseum Blvd and S Campus Dr,0,0
24-Mar-18,Indiana,South Bend,N Olive St and Elwood Ave,0,1
23-Mar-18,Indiana,Evansville,1800 block of Stevens Ave,0,0
22-Mar-18,Indiana,Fort Wayne,1410 Spy Run Ave,0,1
22-Mar-18,Indiana,Ossian,5883 US-224,0,0
22-Mar-18,Indiana,Ossian,11080 IN 1,0,1
22-Mar-18,Indiana,South Bend,Keller St and N Elmer St,0,1
22-Mar-18,Indiana,Michigan City,400 block of Springland Ave,0,0
22-Mar-18,Indiana,Indianapolis,3900 block of Cooper Square Ct,1,0
22-Mar-18,Indiana,Romney,900 E 1300 S,0,0
22-Mar-18,Indiana,Fort Wayne,500 E Sherwood Terr,0,1
21-Mar-18,Indiana,Indianapolis,N Pershing Ave and W Ohio St,0,2
21-Mar-18,Indiana,Indianapolis,255 block of W Morris St,0,0
20-Mar-18,Indiana,Indianapolis,5500 block of Rawles Ave,0,0
20-Mar-18,Indiana,Indianapolis,5100 block of E. 42nd St,0,0
20-Mar-18,Indiana,Indianapolis,2400 block of Jackson St,0,0
20-Mar-18,Indiana,Indianapolis,3424 Maura Ln,0,1
20-Mar-18,Indiana,Lafayette,1102 Washington St,1,0
20-Mar-18,Indiana,Gary,I-80,0,0
19-Mar-18,Indiana,Indianapolis,300 block of N. Hamilton Ave,0,0
19-Mar-18,Indiana,Indianapolis,2300 block of Stuart St,0,0
19-Mar-18,Indiana,Indianapolis,400 block of N Bradley Ave,0,1
19-Mar-18,Indiana,Indianapolis,1600 block of Ingram St,0,0
19-Mar-18,Indiana,Indianapolis,2800 block of Robson St,0,1
19-Mar-18,Indiana,Indianapolis,4100 block of N Riley Ave,0,1
19-Mar-18,Indiana,Fort Wayne,4700 block of S Park Dr,0,0
18-Mar-18,Indiana,Indianapolis,1400 N Tremont Street,1,1
17-Mar-18,Indiana,Indianapolis,30th St and Emerson Ave,0,1
17-Mar-18,Indiana,Indianapolis,1800 block of Singleton St,1,0
17-Mar-18,Indiana,Terre Haute,2111 Lafayette Ave,0,0
16-Mar-18,Indiana,Gary,4121 Cleveland St,0,1
16-Mar-18,Indiana,South Bend,1320 Linden Ave,0,1
16-Mar-18,Indiana,Fortville,N/A,0,0
16-Mar-18,Indiana,Lafayette,120 S Seventh St,0,0
16-Mar-18,Indiana,Indianapolis,2200 block of N Illinois St,1,0
16-Mar-18,Indiana,Oakland City,8700 County Rd 850 E,1,0
15-Mar-18,Indiana,Indianapolis,9100 block of Brentwood Ct,0,0
15-Mar-18,Indiana,Lagrange (county),I-90,0,0
15-Mar-18,Indiana,Fort Wayne,3721 Euclid Ave,0,0
15-Mar-18,Indiana,Indianapolis,1400 block of King Ave,0,1
15-Mar-18,Indiana,Terre Haute,1400 block of 1st Ave,0,0
15-Mar-18,Indiana,Fort Wayne,1420 Broadway,1,1
14-Mar-18,Indiana,South Bend,1900 block of Fremont Street.,0,1
14-Mar-18,Indiana,South Bend,1900 block of Fremont St,0,1
14-Mar-18,Indiana,South Bend,19131 Darden Rd,0,0
13-Mar-18,Indiana,Gary,4100 Broadway,0,1
13-Mar-18,Indiana,Indianapolis,N Sherman Dr and 30th St,0,1
13-Mar-18,Indiana,Indianapolis,500 block of W 26th St,0,1
12-Mar-18,Indiana,South Bend,1100 block of Western Ave,0,1
12-Mar-18,Indiana,South Bend,Kosciuszko St and Ford St,0,1
12-Mar-18,Indiana,South Bend,700 block of S Falcon St,0,1
11-Mar-18,Indiana,Gary,2100 block of Carolina St,1,1
11-Mar-18,Indiana,Gary,5100 block of Georgia St,1,0
11-Mar-18,Indiana,Gary,4400 block of W 21st Ave,0,1
11-Mar-18,Indiana,South Bend,800 block of E Dayton St,0,6
11-Mar-18,Indiana,Vigo (county),N/A,0,0
11-Mar-18,Indiana,New Castle,2000 Grand Ave,0,0
11-Mar-18,Indiana,Gary,2700 block of Dekalb St,0,1
10-Mar-18,Indiana,Indianapolis,8100 Jordan Ln,0,1
9-Mar-18,Indiana,Evansville,2530 US-41,0,0
9-Mar-18,Indiana,Wolcottville,500 W 700 S,0,0
8-Mar-18,Indiana,Indianapolis,500 block of N Tacoma Ave,1,0
8-Mar-18,Indiana,Fort Wayne,3400 block of S Anthony Blvd,0,0
8-Mar-18,Indiana,Evansville,800 block of Uhlhorn St,0,1
6-Mar-18,Indiana,Indianapolis (Lawrence),4240 N Franklin Rd,1,0
6-Mar-18,Indiana,North Manchester,W State Rd 114 and IN-13,1,0
6-Mar-18,Indiana,Terre Haute,2214 1st Ave,1,0
6-Mar-18,Indiana,Evansville,1300 Mesker Park Dr,1,0
5-Mar-18,Indiana,Ligonier,200 Water St,2,0
5-Mar-18,Indiana,Kokomo,N/A,0,0
5-Mar-18,Indiana,Nabb,N/A,0,0
5-Mar-18,Indiana,Terre Haute,2124 Putnam St,1,1
4-Mar-18,Indiana,Indianapolis,3100 Bertha St,0,1
3-Mar-18,Indiana,Hobart,N/A,0,0
3-Mar-18,Indiana,Tell City,1200 12th St,0,0
3-Mar-18,Indiana,Gary,W 12th Avenue and Taft St,0,0
3-Mar-18,Indiana,Plainfield,2600 E Main St,0,0
3-Mar-18,Indiana,Indianapolis,S West St and W Washington St,1,0
3-Mar-18,Indiana,Gary,600 Maryland St,1,0
2-Mar-18,Indiana,Lafayette,900 Virginia St,1,0
2-Mar-18,Indiana,Indianapolis,800 Birch Ave,1,0
2-Mar-18,Indiana,Lebanon,Indian Springs Drive,1,1
1-Mar-18,Indiana,Fort Wayne,N/A,0,0
1-Mar-18,Indiana,Mishawaka,55971 Clover Rd,0,0
1-Mar-18,Indiana,Indianapolis,631 Eugene St,0,2
28-Feb-18,Indiana,Evansville,Haven Dr,0,1
28-Feb-18,Indiana,Indianapolis,1200 block of W 29th St,1,0
28-Feb-18,Indiana,Franklin,1400 Hillside Dr,0,0
28-Feb-18,Indiana,Greenwood,500 Park Dr,0,0
27-Feb-18,Indiana,Fort Wayne,624 Kimberton Dr,0,0
27-Feb-18,Indiana,Terre Haute,Watertree Rd,0,0
27-Feb-18,Indiana,Fort Wayne,2600 Canbury Dr,0,0
27-Feb-18,Indiana,Elkhart,175 County Road 6,0,1
27-Feb-18,Indiana,Corydon,N/A,0,0
26-Feb-18,Indiana,Gary,4400 24th Ave,0,0
26-Feb-18,Indiana,Gary,3700 Virginia St,0,0
25-Feb-18,Indiana,Gary,2000 Carolina St,2,0
24-Feb-18,Indiana,Evansville,Hicks Dr and Covert Ave,1,0
23-Feb-18,Indiana,Indianapolis,N/A,0,0
23-Feb-18,Indiana,Lafayette,610 S Earl Ave,0,0
23-Feb-18,Indiana,Indianapolis,6380 W 34th,1,0
22-Feb-18,Indiana,Indianapolis,500 block of Keystone Ave,0,0
22-Feb-18,Indiana,Indianapolis,300 N Gladstone Ave,0,0
22-Feb-18,Indiana,Indianapolis,600 N Oxford St,0,0
22-Feb-18,Indiana,Merrillville,6201 Opportunity Ln,1,0
22-Feb-18,Indiana,Trafalgar,3800 Peoga Rd,1,0
21-Feb-18,Indiana,Kokomo,N/A,0,0
21-Feb-18,Indiana,Franklin,US 31,0,0
21-Feb-18,Indiana,Griffith,600 N Wiggs St,0,0
20-Feb-18,Indiana,Peru,285 E Main St,0,0
20-Feb-18,Indiana,Gary,500 block of S Lake St,0,1
20-Feb-18,Indiana,Gary,4800 Madison St,0,1
20-Feb-18,Indiana,Evansville,Savanah Dr,0,2
20-Feb-18,Indiana,Fort Wayne,4917 Northcrest Drive,1,0
19-Feb-18,Indiana,Lafayette,New York St,0,0
19-Feb-18,Indiana,Fort Wayne,3330 W Coliseum Blvd,1,0
19-Feb-18,Indiana,South Bend,1100 N Elmer St,0,1
18-Feb-18,Indiana,Gary,700 Ohio St,1,0
18-Feb-18,Indiana,Madison,2300 Clifty Dr,0,0
18-Feb-18,Indiana,Muncie,1101 S Walnut St,0,2
17-Feb-18,Indiana,Crown Point,1200 W 97th Pl,1,0
17-Feb-18,Indiana,South Bend,4300 block of Silver Ln,1,0
17-Feb-18,Indiana,Indianapolis,I-465 and I-65,0,1
16-Feb-18,Indiana,Gary,1300 Whitcomb St,0,1
16-Feb-18,Indiana,Indianapolis,4500 E 21st St,0,0
16-Feb-18,Indiana,Indianapolis,3600 N Mitchner Dr,0,0
16-Feb-18,Indiana,Fort Wayne,1002 N Coliseum Blvd,0,0
15-Feb-18,Indiana,West Lafayette,I-65,0,0
15-Feb-18,Indiana,Gary,4200 Kentucky St,1,0
14-Feb-18,Indiana,Urbana,500 County Rd 400 N,1,0
14-Feb-18,Indiana,Evansville,South Kerth,0,0
14-Feb-18,Indiana,Merrillville,901 W Lincoln Hwy,1,0
13-Feb-18,Indiana,Elkhart,400 W Franklin St,0,0
13-Feb-18,Indiana,Indianapolis,900 Cottage Ave,0,1
12-Feb-18,Indiana,Fort Wayne,2111 Crescent Ave,0,0
12-Feb-18,Indiana,Elkhart,2820 Cassopolis St,0,1
11-Feb-18,Indiana,Evansville,300 N Linwood Ave,3,0
10-Feb-18,Indiana,East Chicago,E 136th St and Guthrie St,1,0
9-Feb-18,Indiana,Gary,300 Van Buren St,1,0
8-Feb-18,Indiana,New Albany,Vincennes St and Market St,0,0
8-Feb-18,Indiana,Swayzee,405 S Washington St,0,0
7-Feb-18,Indiana,Merrillville,N/A,0,0
7-Feb-18,Indiana,Oakland City,1733 S State Road 57,1,0
7-Feb-18,Indiana,Muncie,N Milton St,0,0
6-Feb-18,Indiana,Fort Wayne,1900 Pontiac St,0,3
6-Feb-18,Indiana,Mount Vernon,409 Southwind Ave,0,1
6-Feb-18,Indiana,Winchester,Main St,0,0
6-Feb-18,Indiana,Muncie,701 S Burlington Dr,0,0
6-Feb-18,Indiana,Bloomington,N/A,0,0
5-Feb-18,Indiana,North Vernon,County Rd 250 E,0,0
5-Feb-18,Indiana,Franklin,2600 Cumberland Dr,0,0
5-Feb-18,Indiana,Argos,18000 block of Maple Rd,0,0
4-Feb-18,Indiana,Marion,400 E Lincoln St,2,0
3-Feb-18,Indiana,Beech Grove,95 N 2nd Ave,0,1
3-Feb-18,Indiana,Franklin,4600 S Mauxferry Rd,0,0
3-Feb-18,Indiana,Indianapolis,9200 E 30th St,0,1
3-Feb-18,Indiana,South Bend,59300 Myrtle Rd,2,0
3-Feb-18,Indiana,Avon,100 Avon Village Dr,0,1
2-Feb-18,Indiana,Indianapolis,3700 Caroline Ave,0,0
2-Feb-18,Indiana,Indianapolis,Evanston Ave and E 46th St,0,1
2-Feb-18,Indiana,Crown Point,I-65,0,0
1-Feb-18,Indiana,Gary,Garnett St,0,0
1-Feb-18,Indiana,Bedford,2050 Fort Ritner Rd,0,0
1-Feb-18,Indiana,Gary,1100 Connecticut St,0,1
1-Feb-18,Indiana,Indianapolis,40 Hendricks Pl,1,0
1-Feb-18,Indiana,Indianapolis,8225 Laughlin Drive,0,0
1-Feb-18,Indiana,Fort Wayne,518 Buchanan St,0,0
31-Jan-18,Indiana,Fort Wayne,562 E Rudisill Blvd,0,0
31-Jan-18,Indiana,Indianapolis,700 N Bradley Ave,0,0
31-Jan-18,Indiana,Garrett,300 block of S Lee St,0,1
31-Jan-18,Indiana,Indianapolis,7500 Kingsport Rd,0,1
31-Jan-18,Indiana,South Bend,Obrien St and Elwood Ave,0,0
30-Jan-18,Indiana,Evansville,Green St and Sand Ln,0,0
30-Jan-18,Indiana,Indianapolis,E 11th St,0,0
30-Jan-18,Indiana,Eaton,400 E Church St,0,1
30-Jan-18,Indiana,Greenfield,4387 W Potomac Dr,0,0
29-Jan-18,Indiana,Anderson,4610 Madison Ave,0,0
29-Jan-18,Indiana,Indianapolis,7202 E 82nd St,0,0
29-Jan-18,Indiana,South Bend,1800 block of Chapin St,0,1
29-Jan-18,Indiana,Mishawaka,59900 Clover Rd,0,0
28-Jan-18,Indiana,Lafayette,151 Frontage Rd,0,0
28-Jan-18,Indiana,Indianapolis,1313 N Sherman Dr,2,3
28-Jan-18,Indiana,Indianapolis,2801 E New York Street,1,0
27-Jan-18,Indiana,Indianapolis,835 Beachway Dr,0,1
27-Jan-18,Indiana,Morocco,102 N Polk St,1,0
27-Jan-18,Indiana,Indianapolis,3546 W 16th St,0,0
27-Jan-18,Indiana,Huntingburg,N/A,0,0
27-Jan-18,Indiana,Walton,600 block of Carol Drive,1,0
27-Jan-18,Indiana,Lafayette,1619 Alabama St,1,0
26-Jan-18,Indiana,Elkhart,900 Madison St,0,1
26-Jan-18,Indiana,Columbus,2800 Riverside Dr,0,0
26-Jan-18,Indiana,Terre Haute,900 S 5th St,0,0
26-Jan-18,Indiana,Elkhart,500 W Marion St,0,1
26-Jan-18,Indiana,Lafayette,3000 Phipps Ct,0,1
26-Jan-18,Indiana,Indianapolis,3700 Baltimore Ave,1,0
25-Jan-18,Indiana,Gary,1400 E 49th Ave,1,0
25-Jan-18,Indiana,North Vernon,7000 block of US 50 W,0,0
24-Jan-18,Indiana,South Bend,2800 block of S Michigan St,0,0
23-Jan-18,Indiana,Evansville,700 N Main St,0,0
23-Jan-18,Indiana,Indianapolis,2100 Mitthoeffer Rd,0,0
23-Jan-18,Indiana,West Lafayette,1120 Northwestern Ave,0,0
23-Jan-18,Indiana,Indianapolis,3900 Euclid Ave,0,1
23-Jan-18,Indiana,Indianapolis,W 34th St and Moller Rd,0,2
23-Jan-18,Indiana,Muncie,2501 S. Macedonia Ave,0,1
23-Jan-18,Indiana,Greenfield,810 N Broadway St,0,0
23-Jan-18,Indiana,South Bend,W Marion St,0,1
22-Jan-18,Indiana,South Bend,416 Howard St,0,1
22-Jan-18,Indiana,Indianapolis,4200 W Vermont St,0,0
22-Jan-18,Indiana,Columbus,100 N Ross St,0,0
22-Jan-18,Indiana,Indianapolis,10000 Pineneedle Ct,0,1
21-Jan-18,Indiana,Jeffersonville,1900 Viking Ct,1,0
21-Jan-18,Indiana,Indianapolis,8700 Bel Air Drive,1,0
21-Jan-18,Indiana,Petersburg,N 10th St,1,0
21-Jan-18,Indiana,Anderson,715 E 53rd St,0,0
21-Jan-18,Indiana,Fort Wayne,800 Edgewater Ave,0,1
21-Jan-18,Indiana,Wakarusa,Dogwood Rd and New Rd,0,0
21-Jan-18,Indiana,Campbellsburg,7460 E County Rd 800 N,1,0
20-Jan-18,Indiana,Mount Vernon,223 W 3rd,0,1
20-Jan-18,Indiana,Evansville,2100 block of Sweetser Ave,0,0
20-Jan-18,Indiana,Indianapolis,3300 Leatherbury Ln,0,1
20-Jan-18,Indiana,Indianapolis,1 S Capitol Ave,0,0
20-Jan-18,Indiana,Fort Wayne,10604 Valentine Rd,0,1
20-Jan-18,Indiana,Holton,N/A,1,0
20-Jan-18,Indiana,Fort Wayne,1200 block of Lillie St,2,0
19-Jan-18,Indiana,Goshen,400 Arbor Ct,0,0
19-Jan-18,Indiana,Terre Haute,US 40,0,0
19-Jan-18,Indiana,Tippecanoe,3345 Main St,0,0
19-Jan-18,Indiana,Indianapolis (Lawrence),E 42nd St and N Post Rd,1,0
19-Jan-18,Indiana,Boonville,1225 N Rockport Rd,1,0
18-Jan-18,Indiana,South Bend,Clover St and Hildreth St,1,0
18-Jan-18,Indiana,Birdseye,SR 64 and S Pine Ridge Rd,0,0
18-Jan-18,Indiana,Indianapolis,6900 Michigan Rd,0,0
18-Jan-18,Indiana,Muncie,113 W Main St,0,0
18-Jan-18,Indiana,Warsaw,417 Sophie Ln,0,0
18-Jan-18,Indiana,Evansville,4800 Hazelbriar Pl,0,1
18-Jan-18,Indiana,Indianapolis,7555 E 56th St,0,0
17-Jan-18,Indiana,Hardinsburg,102 Lapping Road,0,0
17-Jan-18,Indiana,Anderson,1700 block of Mulvane Ave,0,0
17-Jan-18,Indiana,Indianapolis,7555 E 56th St,0,0
16-Jan-18,Indiana,Indianapolis,Greenfield Ave,0,0
16-Jan-18,Indiana,Fort Wayne,2912 Beaver Ave,0,1
15-Jan-18,Indiana,Elkhart,6110 Broadway Ave,0,1
15-Jan-18,Indiana,Evansville,100 S Grand Ave,0,1
15-Jan-18,Indiana,Indianapolis,4100 N Brentwood Ave,1,1
15-Jan-18,Indiana,Elkhart,1000 N Nappanee St,0,0
15-Jan-18,Indiana,Lafayette,700 Park Ave,0,0
14-Jan-18,Indiana,Indianapolis,Howard St and Shepard St,0,0
14-Jan-18,Indiana,Evansville,2200 N Kentucky Ave,0,0
14-Jan-18,Indiana,Fort Wayne,4220 S Hanna St,1,2
14-Jan-18,Indiana,Lafayette,1000 block of Archway Dr,0,1
14-Jan-18,Indiana,Indianapolis,W 34th St and Donald Ave,0,1
13-Jan-18,Indiana,Evansville,Irvington Ave,0,0
13-Jan-18,Indiana,Bloomington,3100 S Walnut St Pike,0,1
13-Jan-18,Indiana,Indianapolis,5483 W Holly Springs Dr,0,0
13-Jan-18,Indiana,Indianapolis,300 S Oakland Ave,1,0
13-Jan-18,Indiana,Indianapolis,3700 Wallace Ave,1,0
13-Jan-18,Indiana,Indianapolis,3700 Celtic Dr,1,0
11-Jan-18,Indiana,Kokomo,N Leeds St and W Elm St,0,0
11-Jan-18,Indiana,Charlestown,6900 Hibernia Rd,0,0
11-Jan-18,Indiana,South Bend,1800 N Johnson St,1,0
11-Jan-18,Indiana,Fort Wayne,6530 Covington Rd,0,1
10-Jan-18,Indiana,South Bend,1204 Dunham St,0,1
10-Jan-18,Indiana,Brazil,700 W North St,0,0
10-Jan-18,Indiana,Indianapolis,3000 N Delaware St,1,0
10-Jan-18,Indiana,Lafayette,N/A,0,0
9-Jan-18,Indiana,New Castle,800 Vine St,1,0
9-Jan-18,Indiana,Evansville,1500 S Garvin St,0,1
9-Jan-18,Indiana,Indianapolis,32nd St and Emerson Ave,1,0
9-Jan-18,Indiana,Hammond,Gibson Pl and Kennedy Ave,0,1
9-Jan-18,Indiana,Goshen,2400 W Clinton St,0,1
8-Jan-18,Indiana,Indianapolis,N/A,0,1
7-Jan-18,Indiana,Jonesboro,1100 S 4th Ave,1,1
7-Jan-18,Indiana,Fort Wayne,2800 Millbrook Dr,0,0
7-Jan-18,Indiana,Fort Wayne,1711 Creighton Ave,0,1
7-Jan-18,Indiana,Bloomington,1800 S Walnut St,0,1
6-Jan-18,Indiana,Mitchell,Stevens Ln and IN-37,0,0
6-Jan-18,Indiana,Indianapolis,2198 E 25th St,0,1
6-Jan-18,Indiana,Gary,1300 Harrison St,0,1
5-Jan-18,Indiana,Indianapolis,3600 Mitthoeffer Rd,1,0
5-Jan-18,Indiana,Evansville,S Green River Rd,0,0
5-Jan-18,Indiana,Gary,4300 Roosevelt St,1,0
5-Jan-18,Indiana,Lafayette,1301 Union St,0,0
5-Jan-18,Indiana,Indianapolis,1736 N Somerset Ave,1,0
5-Jan-18,Indiana,Gary,2100 Harrison St,1,0
5-Jan-18,Indiana,Hammond,6700 block of New Jersey Ave,1,0
4-Jan-18,Indiana,Gary,800 S Lake St,1,0
4-Jan-18,Indiana,Muncie,1901 E 29th St,0,0
3-Jan-18,Indiana,South Bend,200 E Fox St,0,0
2-Jan-18,Indiana,Fort Wayne,2900 block of Gay St,0,2
2-Jan-18,Indiana,Indianapolis,8010 Madison Ave,0,1
1-Jan-18,Indiana,Indianapolis,3200 N Park Ave,0,0
1-Jan-18,Indiana,Indianapolis,4000 Arquette Dr,0,0
1-Jan-18,Indiana,Indianapolis,800 N Colorado Ave,0,0
1-Jan-18,Indiana,Indianapolis,3600 Celtic Dr,0,0
1-Jan-18,Indiana,Evansville,1406 S Bedford Ave,1,0
1-Jan-18,Indiana,Fort Wayne,2701 W Jefferson Blvd,0,2
1-Jan-18,Indiana,South Bend,N Scott St,0,0
1-Jan-18,Indiana,Princeton,600 N Gibson St,0,1
1-Jan-18,Indiana,Indianapolis,W 30th St and Moller Rd,0,0
31-Dec-17,Indiana,Indianapolis,5300 Acorn Ln,1,0
31-Dec-17,Indiana,Evansville,1500 Joyce Ave,0,1
31-Dec-17,Indiana,Indianapolis,6700 block of W Hollow Run Dr,0,0
30-Dec-17,Indiana,Bloomington,4300 block of E Paynetown Rd,0,1
30-Dec-17,Indiana,Lakeville,305 S Michigan St,0,0
30-Dec-17,Indiana,Evansville,5000 Monroe Ave,1,0
29-Dec-17,Indiana,Indianapolis,W 25th St and Doctor MLK Jr St,0,1
29-Dec-17,Indiana,South Bend,N/A,0,1
28-Dec-17,Indiana,Elkhart,2020 E Bristol St,1,0
28-Dec-17,Indiana,Anderson,2814 Nichol Ave,0,1
26-Dec-17,Indiana,Merrillville,2400 W 61st Pl,2,0
26-Dec-17,Indiana,Indianapolis (Lawrence),8989 Pendleton Pike,1,0
